GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
YMR242C,XIII,753225,753742,-,518,26904,27411,20629,7881,6954,6887,4229,5414,6007,24267,25994,20430,14747,14930,14803,11653,14726,14015,15342,14501,34300,34501,9628,9079,8995,8684,24804,24468,5764,15200,13905,15480,12423,6300
YMR242W-A,XIII,754297,754386,+,90,1,0,0,4,3,4,5,11,8,0,0,1,4,9,11,10,4,2,5,0,0,0,42,41,32,39,0,0,0,0,2,1,0,0
YMR243C,XIII,754838,756166,-,1329,7154,7586,4715,4284,3710,3912,2609,3598,3882,5361,5445,5711,8032,8184,8060,6966,7753,7610,8978,8318,8924,9451,9035,8297,7653,7589,7353,7185,3897,6663,6502,6286,5054,4510
YMR244W,XIII,757250,758317,+,1068,21,26,21,160,121,134,141,168,179,29,20,21,82,81,92,72,45,47,117,66,17,16,137,122,247,231,33,24,37,90,97,27,28,43
YMR244C-A,XIII,758517,758831,-,315,375,330,437,955,908,1018,926,1258,1402,523,497,255,1484,1435,1784,1386,1164,1151,1329,1216,516,564,746,673,994,917,533,555,533,543,499,533,457,597
YMR245W,XIII,758563,759183,+,621,99,103,9,749,658,688,811,986,1083,32,14,58,417,388,579,419,301,245,909,880,62,42,284,235,534,599,50,40,294,227,231,13,14,361
YMR246W,XIII,759807,761891,+,2085,18565,18633,16831,22927,19523,20665,16041,19008,21871,21683,20393,14226,40490,39018,65528,53459,59814,59779,29164,26045,22061,21988,3487,3229,4296,3945,21626,20579,22905,30184,28423,27587,22443,25049
snR86,XIII,762110,763113,-,1004,70163,75620,49558,56906,50459,50709,30614,40422,46402,56949,65683,55706,60466,65065,57426,50262,48814,44495,129947,113054,68102,74789,138406,138038,131002,127870,62843,62773,43703,23274,22125,53174,47394,52620
YMR247C,XIII,763351,768039,-,4689,1797,2008,1213,2403,2359,2396,2302,3341,3706,1274,1589,1554,2756,3232,5766,5373,5493,5403,5213,4183,3294,4262,1432,1582,1728,1822,2689,2621,3326,5160,5293,4153,3035,3558
tA(AGC)M2,XIII,768369,768441,-,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
YMR247W-A,XIII,769283,769426,+,144,0,0,0,2,1,1,0,1,2,0,0,1,9,5,9,10,8,7,2,3,0,1,12,8,8,6,1,0,1,0,2,0,0,4
YMR250W,XIII,770801,772558,+,1758,1527,1594,4139,7657,6549,6726,4776,5818,6686,5009,4941,1211,27833,27061,14100,12215,3926,4127,15006,13974,4150,4140,7953,7533,6786,6479,2442,2355,4188,1719,1682,4870,3928,4860
YMR251W,XIII,772915,774015,+,1101,117,108,51,315,234,288,214,264,333,64,67,109,402,355,297,236,74,101,216,234,142,124,3750,3315,2505,2438,894,813,64,50,47,54,43,71
YMR251W-A,XIII,774752,774931,+,180,4024,4184,9625,3180,2780,2874,1220,1653,1955,11120,11925,2975,20822,20655,9937,7973,7568,6593,9405,8828,7368,7874,64143,59076,77998,77356,5481,5243,5587,7942,6933,8753,7740,6653
YMR252C,XIII,775315,775719,-,405,434,430,363,546,392,506,367,415,560,365,429,318,1108,1078,1163,956,802,660,821,779,703,689,756,784,917,811,926,804,437,390,347,371,343,462
YMR253C,XIII,775946,777190,-,1245,530,635,488,1103,985,976,803,947,1146,575,657,448,2129,2197,2048,1802,1097,1049,1856,1770,1144,1261,1737,1609,1736,1769,1533,1497,825,881,801,507,417,878
YMR254C,XIII,777615,777923,-,309,13,11,3,44,46,41,58,49,55,2,4,13,33,20,47,44,24,26,45,70,8,1,81,94,130,142,3,3,16,26,22,7,4,21
YMR255W,XIII,778001,778567,+,567,1018,1070,1109,859,712,758,508,686,782,1332,1407,792,1347,1337,1517,1237,1264,1229,1874,1570,1326,1346,3796,3550,3556,3278,1308,1185,741,1016,1065,1261,1035,885
YMR256C,XIII,778945,779127,-,183,252,309,295,232,237,238,198,300,315,285,397,232,247,322,560,474,772,677,631,604,484,633,675,737,622,669,300,342,449,702,622,778,609,482
YMR257C,XIII,779629,782031,-,2403,357,433,254,737,742,799,625,1001,986,267,288,331,804,977,1139,1102,1344,1301,1844,1576,661,829,3021,3312,1614,1761,842,759,780,904,944,737,565,937
YMR258C,XIII,782620,784281,-,1662,798,902,504,1685,1572,1441,1121,1609,1802,630,691,683,1534,1723,2177,2064,1907,1795,3711,3516,1133,1313,3328,3192,1741,1874,1245,1282,1320,1191,1158,1146,827,1554
YMR259C,XIII,784621,788883,-,4263,2160,2495,1005,2899,2856,2948,3021,4300,4783,1232,1326,1865,2297,2636,4909,4717,6160,5957,4495,3704,3116,3947,5676,5515,6427,6782,2690,2754,3069,5887,5786,3129,2374,3478
YMR260C,XIII,789378,789839,-,462,6497,7128,5510,3497,3171,3072,1927,2549,2909,5780,6998,4922,2892,3212,5588,4739,6264,5492,4402,4261,8402,9019,2800,2659,2788,2804,7488,7604,2873,6764,6335,6240,5065,3129
YMR261C,XIII,790205,793369,-,3165,4440,4776,5534,6966,6324,6504,4716,6070,6972,6895,6677,3671,11381,11487,13395,11746,7964,8037,10336,9843,8866,10301,14796,14321,15108,15502,8301,8329,5246,4528,4233,6925,5442,5855
YMR262W,XIII,793726,794667,+,942,636,730,713,971,781,705,705,810,975,797,828,505,1593,1424,1496,1212,834,903,1641,1413,1155,1100,3333,2976,3207,2983,989,849,613,508,456,710,553,692
YMR263W,XIII,794919,795524,+,606,690,728,635,548,426,458,418,522,563,790,773,489,969,857,1075,849,922,849,655,570,961,943,1772,1565,1448,1365,928,868,477,870,878,653,566,590
YMR264W,XIII,795805,796416,+,612,1504,1390,1077,1642,1420,1361,1107,1433,1679,1217,1331,1089,2366,2390,2579,2206,1722,1655,2584,2411,1633,1711,1602,1419,1438,1418,2000,1972,1098,1388,1364,1619,1471,1302
YMR265C,XIII,796540,797925,-,1386,767,884,682,818,726,723,685,842,965,892,892,604,1236,1105,2067,1712,1511,1402,954,909,1152,1158,1544,1376,1424,1412,1145,1094,822,1029,1033,848,698,842
YMR266W,XIII,798518,801379,+,2862,7476,8075,4558,3926,3613,3625,2907,3752,4157,5767,5736,5944,5748,5906,10227,9054,8430,8479,6006,5316,7578,8493,4535,4165,6964,7067,6592,6571,4807,7714,7462,4661,3891,5513
YMR267W,XIII,801772,802704,+,933,864,895,757,996,836,860,675,846,993,821,925,694,1586,1660,2189,1976,1611,1568,1407,1372,1667,1927,444,471,391,392,1451,1450,844,1077,978,1137,946,931
YMR268C,XIII,802888,804222,-,1335,349,448,237,461,454,449,448,616,668,319,307,370,541,604,948,916,1075,998,897,803,577,661,513,537,626,647,497,514,508,808,737,452,447,524
YMR269W,XIII,804456,805091,+,636,82,107,37,194,120,142,164,172,212,38,30,95,351,367,482,413,298,288,219,171,180,169,156,139,281,278,124,99,66,139,135,47,36,89
YMR270C,XIII,805326,806423,-,1098,648,700,500,705,657,648,598,780,863,606,643,531,983,1055,1534,1403,1395,1277,1143,1024,886,1025,1581,1565,1106,1151,1127,1031,688,857,777,893,678,784
YMR271C,XIII,806865,807548,-,684,106,156,178,350,282,320,241,349,329,204,253,104,521,460,476,378,316,298,667,650,135,155,1509,1487,1668,1628,309,296,151,34,39,284,299,232
tQ(CUG)M,XIII,808246,808317,-,72,3,0,4,5,8,0,3,5,11,8,3,1,41,46,53,37,28,31,23,23,12,15,44,35,45,41,6,5,8,7,10,2,6,3
YMR272C,XIII,809623,810777,-,1155,4520,4700,3444,2215,1874,1969,1332,1691,1938,4267,4247,3538,6427,6287,5664,4790,4386,4588,4859,4518,8227,8607,7200,6744,5488,5316,12291,12010,2397,3005,2817,2708,2407,2654
YMR272W-A,XIII,810466,810579,+,114,4,1,2,7,6,9,10,25,18,2,0,0,15,13,16,6,3,6,4,2,6,11,11,9,9,13,13,16,4,2,1,1,0,5
YMR272W-B,XIII,811089,811196,+,108,4,5,1,16,3,5,5,12,5,0,2,3,12,8,17,9,8,14,14,19,4,6,2,1,8,5,3,1,11,1,3,1,0,6
YMR273C,XIII,811233,813980,-,2748,2123,2190,1850,2793,2517,2538,2512,3201,3378,2378,2253,1646,5518,5374,6909,5746,4581,4411,3821,3469,3865,3643,5526,5219,4533,4253,4541,4050,2069,2367,2422,2363,2093,2162
YMR274C,XIII,814364,815311,-,948,235,267,223,223,207,222,180,162,248,235,302,189,440,404,456,391,413,370,446,399,414,465,1038,899,873,853,415,377,213,347,388,307,222,210
YMR275C,XIII,815651,818581,-,2931,2870,3067,1994,4410,3926,3993,3375,4265,5036,2377,2373,2272,6064,5940,7685,6492,5163,5119,7889,6915,4214,4421,9281,8668,9143,8818,4717,4347,2828,3319,3241,3059,2563,3024
YMR276W,XIII,818827,819948,+,1122,7526,7472,6377,5619,4705,4890,3598,4162,4720,8015,7412,5869,12537,11645,11731,9118,5786,5606,10283,9169,9637,8967,13448,11808,13019,11956,11924,10978,4278,6673,6219,6925,5516,4538
YMR277W,XIII,820256,822454,+,2199,3026,3167,2026,2666,2163,2421,2226,2742,3090,2537,2256,2374,5846,5641,7771,6309,5529,5377,4031,3605,5153,5067,19097,17928,17139,16342,4991,4475,2301,3614,3280,2413,1896,2659
YMR278W,XIII,822763,824631,+,1869,1902,2065,1819,3850,3440,3695,3335,4046,4453,2109,2202,1451,6007,5955,8855,7650,5982,5759,3864,3498,3423,3503,2971,3052,2196,2108,2811,2916,2483,3284,3172,2556,2016,2673
YMR279C,XIII,824729,826351,-,1623,20,18,26,42,34,45,58,78,63,19,37,14,127,93,165,122,69,75,45,39,50,44,304,205,463,479,38,46,31,25,19,12,8,18
YMR280C,XIII,827028,831329,-,4302,218,313,938,1236,1103,1124,1041,1489,1599,1158,1140,203,1164,1261,1127,924,834,842,3124,2657,432,436,2610,2586,2908,2933,310,294,1266,735,709,2053,1635,1400
YMR281W,XIII,832339,833253,+,915,357,342,502,351,294,275,228,312,313,466,553,327,582,618,599,587,575,636,972,831,597,675,563,596,364,392,524,567,516,601,597,734,592,635
YMR282C,XIII,833356,835098,-,1743,850,872,579,869,784,771,748,958,1082,663,684,588,1349,1352,1693,1435,1344,1359,1543,1292,1198,1336,1673,1648,1875,1890,1325,1370,671,968,972,635,480,675
YMR283C,XIII,835326,836867,-,1542,577,578,442,662,645,710,672,796,944,516,556,450,795,822,1180,1084,955,876,983,936,715,752,535,560,546,587,689,678,525,770,853,765,577,589
tY(GUA)M2,XIII,837928,837966,+,39,0,0,0,2,1,0,0,2,1,2,2,0,4,3,1,1,2,3,4,3,0,0,5,0,1,2,0,0,1,1,1,0,0,0
tY(GUA)M2,XIII,837981,838016,+,36,1,0,0,2,1,0,0,2,2,2,2,0,5,5,4,2,4,6,5,4,0,0,5,0,1,2,0,0,1,1,1,0,0,0
YMR284W,XIII,838187,839995,+,1809,362,362,433,549,493,467,409,660,735,454,524,319,638,655,733,712,856,733,1100,964,522,674,488,534,312,261,510,420,515,572,496,906,810,600
YMR285C,XIII,840144,841691,-,1548,1165,1108,788,1318,1063,1074,939,1248,1348,932,907,841,1722,1582,2322,1852,1819,1860,2181,1960,1764,1805,2239,2179,2606,2653,1840,1846,1098,1775,1727,943,693,1225
YMR286W,XIII,841942,842202,+,261,686,652,721,661,566,537,386,463,501,784,843,437,1119,1032,1096,850,754,662,1027,882,1151,1173,1001,943,1459,1282,1233,1090,402,528,460,624,414,426
YMR287C,XIII,842436,845345,-,2910,1066,1057,672,1485,1306,1374,1150,1587,1771,798,902,798,2626,2757,3399,3005,2827,2679,3023,2494,1803,2129,2661,2561,2078,2125,2271,2237,1028,1418,1438,935,764,1212
YMR288W,XIII,845571,848486,+,2916,1423,1500,881,1585,1531,1650,1495,1933,2110,1141,1104,1141,2526,2435,3863,3299,2789,2727,2778,2472,2120,2244,1882,1815,2139,2000,2087,2143,1244,1923,1977,1094,790,1514
YMR289W,XIII,848685,849809,+,1125,845,891,685,949,834,842,719,972,1048,819,801,721,1058,1119,1563,1310,865,843,1366,1038,882,907,493,468,393,321,1284,1235,788,895,883,1142,819,779
YMR290C,XIII,850074,851591,-,1518,6257,6561,2287,2574,2275,2319,1741,2268,2518,2713,3006,5307,2889,2951,6598,5618,6100,5752,3282,3042,6751,7474,1328,1270,2773,2893,5670,5597,3100,6901,6668,3663,2978,3582
YMR290W-A,XIII,851422,851769,+,348,6,7,3,16,17,26,15,16,40,2,0,2,17,13,33,24,6,5,13,19,11,10,8,6,16,14,9,7,9,1,2,2,1,8
YMR291W,XIII,852630,854390,+,1761,3113,3213,4013,5446,4804,5138,2990,3982,4209,4708,4753,2505,13157,13325,8457,7114,6282,6495,12133,11254,6894,7252,18144,16847,17032,16807,6630,6349,4097,3380,3279,4694,3918,4664
YMR292W,XIII,854795,854816,+,22,98,84,45,60,44,46,40,46,76,51,62,56,81,99,116,104,91,87,93,87,128,130,143,145,237,207,122,117,69,75,69,102,85,63
YMR292W,XIII,854899,855293,+,395,510,467,303,320,256,249,211,295,394,309,363,352,338,308,639,643,689,554,550,490,808,936,422,413,551,529,739,664,446,535,534,687,568,446
YMR293C,XIII,855399,856793,-,1395,180,198,202,348,325,353,314,357,439,214,233,150,468,467,557,493,383,366,429,414,291,379,356,406,161,163,348,341,207,215,218,230,190,229
YMR294W,XIII,856966,858087,+,1122,427,429,360,614,540,553,533,650,751,372,391,313,928,1104,1431,1129,886,787,889,831,598,616,991,971,1410,1294,636,585,351,527,480,353,323,387
YMR294W-A,XIII,858209,858568,+,360,18,15,20,46,38,33,62,45,57,20,14,9,135,85,114,87,67,51,68,40,33,35,152,112,163,145,48,48,27,30,27,25,8,23
YMR295C,XIII,858297,858890,-,594,4217,4220,4631,3407,2974,3000,2207,2854,3118,5546,5331,3133,6369,6058,6264,4872,4336,4233,5045,4456,5805,5441,3870,3524,3495,3323,5489,5144,2155,3650,3274,4147,3416,2402
YMR296C,XIII,859215,860891,-,1677,7142,7125,4938,5470,4585,5087,4156,4727,5585,6699,5878,5637,12581,11573,12039,9698,6651,6864,8187,7390,9345,9073,11737,10151,10294,9795,10556,9575,3651,6142,5917,5242,4475,4096
YMR297W,XIII,861922,863520,+,1599,14417,14428,14384,10734,8874,9658,5591,6990,7630,17486,16749,10828,33412,31334,16944,13612,9113,8998,24097,21768,17972,17168,13839,12070,18876,18556,24318,22401,7864,10140,9350,12008,10269,9054
YMR298W,XIII,863819,864271,+,453,1433,1474,1321,604,558,616,433,637,670,1332,1518,1067,861,829,1059,924,1054,1009,1157,1084,1630,1656,1607,1486,1728,1594,1371,1357,669,864,766,1370,1106,755
YMR299C,XIII,864412,865350,-,939,446,456,299,493,477,440,520,652,646,344,359,363,412,446,939,880,744,724,611,544,571,653,323,326,301,312,671,755,373,648,618,544,474,462
YMR300C,XIII,865559,867091,-,1533,5547,5691,7727,5437,4721,4805,2576,3264,3619,9315,9407,4260,10939,10882,7169,6287,5949,5931,9507,9159,7136,7581,3920,3826,4197,3987,7993,7919,2009,5065,4782,5030,3969,2259
YMR301C,XIII,867555,869627,-,2073,2011,2131,1234,1664,1384,1419,1426,1752,1922,1681,1574,1531,2721,2721,4150,3548,3065,3008,1870,1688,2728,2922,8556,8072,7659,7189,2864,2575,1406,1827,1800,1766,1491,1680
YMR302C,XIII,870073,872625,-,2553,2594,2678,2913,3272,2741,2833,2148,2881,2998,3582,3521,1880,6575,6576,7057,5938,3582,3859,6194,5585,4492,4474,13141,12647,12262,11857,5001,5053,2229,2452,2490,3109,2593,2527
YMR303C,XIII,873291,874337,-,1047,159,115,143,561,468,449,636,827,863,161,188,87,568,544,496,356,301,308,713,626,2379,166,596,489,866,737,159,9869,126,144,131,101,74,137
YMR304W,XIII,874987,878679,+,3693,3441,3704,3093,5917,5384,5625,4923,6094,7113,3722,3770,2843,9430,9670,12830,11148,6370,6500,9135,8099,5920,6448,8312,8025,13616,13323,6136,6267,4257,3471,3203,4354,3534,4788
YMR304C-A,XIII,878780,879130,-,351,1264,1403,855,502,495,517,475,637,790,987,1045,1060,1040,1118,2164,1953,1968,1857,786,720,1590,1700,109,117,61,64,1091,1018,705,1249,1244,810,694,870
YMR305C,XIII,879063,880232,-,1170,12847,13083,8375,4631,4077,4341,3849,5024,5457,9952,9704,9847,10271,10154,19819,15924,14407,13698,5625,5376,13956,14454,918,860,570,546,10485,9967,4882,9006,8431,5514,4726,5399
YMR306W,XIII,881159,886516,+,5358,421,458,167,1068,916,1011,1252,1522,1713,216,262,327,2155,2152,2907,2459,1848,1857,1086,993,737,793,1722,1724,1630,1681,530,476,517,570,515,279,215,518
YMR306C-A,XIII,886183,886572,-,390,77,81,19,261,220,239,275,368,461,10,32,60,163,133,305,278,293,267,273,224,46,57,45,67,110,89,56,40,223,211,214,29,25,200
YMR307W,XIII,887003,888682,+,1680,36117,37120,33769,13225,11621,11989,9127,11505,12464,40440,42022,27955,29697,30475,46947,40218,41376,40165,20154,18837,53535,57980,5107,4973,5299,5310,52596,51646,21064,44866,42118,25894,20891,23466
YMR307C-A,XIII,887731,887925,-,195,4,11,3,0,2,4,5,1,3,9,11,5,17,14,14,23,19,23,13,14,24,26,11,25,21,20,15,20,9,10,15,8,6,17
YMR308C,XIII,888952,892221,-,3270,11971,12630,6342,8541,7858,8091,6594,8607,9598,7551,7648,9578,11530,11601,16137,14181,14978,15059,13165,11922,13950,15030,7231,6696,9439,9025,11369,10960,8003,13953,13606,9007,7056,8890
YMR309C,XIII,892988,895426,-,2439,9091,10241,5203,8422,7922,8115,6589,9190,9767,6138,7168,7884,9112,10351,14902,14201,17574,17258,18410,15883,13641,16885,15467,16846,20705,22245,11991,12555,8523,16913,17386,11092,8455,9396
YMR310C,XIII,895716,896669,-,954,1313,1307,645,1160,1101,1141,1015,1278,1309,768,724,986,1856,1812,2415,1909,1678,1642,1506,1328,1487,1392,12361,10766,10736,10216,1547,1304,767,1395,1259,913,728,911
YMR311C,XIII,896914,897603,-,690,1864,1859,2750,1993,1628,1652,1056,1402,1593,3155,3300,1498,4498,4453,3508,2790,2467,2398,4903,4305,3671,3278,12527,11574,10249,9906,3836,3536,1604,1861,1779,2466,2035,1667
YMR312W,XIII,898405,899226,+,822,636,713,506,344,305,322,298,413,526,508,592,488,248,232,498,395,453,409,357,296,628,676,89,84,83,89,732,734,403,754,749,741,627,452
YMR313C,XIII,899379,901307,-,1929,1558,1567,1112,2055,1757,1800,1659,2155,2406,1366,1423,1197,4517,4477,5119,4479,3881,3752,4076,3918,2767,3004,4910,4873,5774,5734,2826,2577,2176,2480,2481,1769,1407,2286
YMR314W,XIII,901709,902413,+,705,4878,4618,3998,3343,2889,2992,2010,2697,3133,4823,4947,3523,5879,5631,6236,4963,3595,3515,6530,6057,5922,5786,8262,7624,8500,8097,6472,6101,2654,3655,3535,4381,3568,2867
YMR315W,XIII,902800,903849,+,1050,3773,4078,4705,4185,3670,3841,2487,2971,3350,5375,5490,2957,9481,9816,5588,4774,2961,2883,8617,8096,4700,4809,11273,10579,11364,11015,6245,6177,3123,2800,2636,7610,6182,3276
YMR315W-A,XIII,904286,904393,+,108,11,21,18,230,199,189,234,314,325,29,27,8,162,150,205,162,83,81,134,123,8,5,722,615,473,493,11,8,24,51,54,98,96,32
YMR316W,XIII,904825,905835,+,1011,3403,3708,2698,6304,5405,5563,5185,6926,7874,3004,3254,2727,3059,3075,4875,4159,2823,2878,4358,4052,1570,1647,6966,6913,6122,5933,909,942,2898,5449,5214,3656,2950,3202
YMR316C-A,XIII,905662,905973,-,312,34,22,9,129,120,117,153,139,216,15,13,19,192,180,237,181,187,155,141,123,29,40,90,115,77,88,24,35,98,62,38,24,2,118
YMR316C-B,XIII,907321,907629,-,309,82,77,70,514,433,458,460,575,610,61,63,77,996,842,1056,716,655,631,646,605,284,258,360,298,364,294,206,165,404,243,217,84,77,490
YMR317W,XIII,907364,910786,+,3423,442,451,96,1319,1198,1331,1159,1287,1529,156,141,342,1102,1024,810,629,531,495,729,636,141,114,2483,2075,2274,2186,143,154,205,157,148,61,54,265
YMR318C,XIII,911061,912143,-,1083,11543,12018,6812,8086,6964,7035,4747,6085,6729,8319,8422,8787,9933,9751,17282,13772,10945,10744,8409,7688,11406,11623,7422,7142,7613,7152,12237,11607,4743,8837,8504,7653,6356,5401
YMR319C,XIII,912880,914538,-,1659,1067,1259,1634,3472,3050,3086,3458,4495,5111,1814,1921,910,2945,2972,4388,3603,3919,3716,5024,4521,2638,2799,14832,14010,16130,16126,2585,2641,1647,2661,2466,2105,1660,1904
YMR320W,XIII,916746,917051,+,306,84,92,39,291,280,261,300,409,450,48,58,64,303,314,572,566,506,560,580,548,157,220,935,950,1448,1400,157,145,375,389,411,86,52,361
YMR321C,XIII,917579,917896,-,318,2,2,202,1,3,9,162,166,187,213,5,3,351,7,30,433,356,363,74,4,0,231,5,84,96,135,2,3,3,294,158,4,2,3
YMR322C,XIII,918366,919079,-,714,2,4,0,4,2,6,10,3,4,0,0,1,7,2,2,1,2,1,17,17,0,2,9,18,29,30,0,1,2,16,14,0,1,1
YMR323W,XIII,920088,921401,+,1314,19,10,1,47,33,50,19,23,25,10,4,5,65,75,33,47,12,14,95,67,6,5,166,128,283,273,13,3,14,120,90,8,6,15
YMR324C,XIII,922202,922444,-,243,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
YMR325W,XIII,922641,923015,+,375,3,2,2,1,4,2,1,2,3,0,2,1,7,3,4,5,2,1,5,6,0,3,27,28,38,40,2,0,2,28,16,1,2,0
YMR326C,XIII,923494,923802,-,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0
YBL113C,II,280,2658,-,2379,326,333,241,1055,896,1015,938,1182,1438,284,221,258,2132,1966,2815,2234,1248,1373,1134,993,854,764,965,863,985,852,1946,1736,967,676,719,302,288,1039
YBL113W-A,II,646,1128,+,483,11,12,6,23,23,21,39,37,69,1,0,11,43,38,57,59,26,26,23,24,35,22,12,3,8,7,15,11,14,62,37,0,2,15
YBL112C,II,2582,2899,-,318,10,6,2,19,16,9,13,13,24,7,8,5,34,42,62,44,28,16,17,16,11,6,22,12,15,7,31,20,10,5,13,2,6,19
YBL111C,II,4216,5009,-,794,3,11,0,9,9,8,5,12,8,4,1,5,9,8,11,26,14,23,17,11,5,8,7,2,0,5,12,16,15,11,17,2,2,26
YBL111C,II,2907,4116,-,1210,7,4,2,23,18,10,11,9,12,5,2,3,29,21,24,26,18,24,10,11,5,9,12,8,11,10,19,9,13,7,2,4,0,18
YBL109W,II,5790,6125,+,336,9,9,1,14,29,38,34,44,59,0,0,7,40,55,64,65,20,36,41,40,20,24,19,46,28,33,22,27,25,63,41,2,4,15
YBL108C-A,II,7605,7733,-,129,7,5,4,7,9,18,11,12,17,2,2,2,6,4,9,4,4,6,26,9,1,2,123,88,121,126,9,9,9,8,11,5,4,14
YBL108W,II,8177,8482,+,306,0,0,0,2,4,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,8,9,4,7,3,0,1,0,1,1,0,0
YBL107W-A,II,9268,9372,+,105,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,5,6,4,4,3,0,2,0,1,0,0,1
tL(UAA)B1,II,9583,9666,+,84,0,0,0,2,2,1,0,2,3,1,0,2,7,6,5,3,10,11,9,1,2,1,7,10,12,13,0,1,3,8,2,1,2,2
YBL107C,II,9961,10551,-,591,444,537,349,995,814,780,779,933,1148,336,396,375,792,835,1579,1420,803,805,1468,1267,561,618,1834,1860,1929,2022,2071,2049,541,812,804,472,392,560
YBL106C,II,10847,13879,-,3033,1181,1381,503,3392,3080,3347,3452,4381,4875,619,576,947,3748,3680,7778,6854,5050,5116,2355,2167,1786,1962,7201,7202,7716,7333,3409,3390,1462,1543,1620,900,748,1645
YBL105C,II,14241,17696,-,3456,4324,4623,3431,7413,6542,6933,7187,8782,9848,4097,4254,3536,10534,10869,15660,13154,11224,10756,9090,7932,7280,7441,19492,19180,20166,19619,17784,16933,4840,5493,5483,4196,3405,5470
YBL104C,II,18177,21293,-,3117,1799,1879,1094,2619,2363,2411,1967,2574,2958,1348,1435,1505,3476,3543,5435,4827,3312,3369,3334,3171,2485,2764,7219,7043,7537,7135,5922,6009,1739,2322,2304,1529,1099,2058
YBL103C,II,22076,23536,-,1461,914,1002,728,1147,1027,1029,954,1152,1249,876,871,673,2985,2976,2795,2282,1784,1803,2881,2583,1489,1559,7606,7281,5186,5114,4126,3960,928,1411,1289,1130,897,1011
YBL102W,II,24098,24745,+,648,1487,1461,1074,1505,1227,1314,1197,1583,1785,1332,1243,1094,2101,1847,1913,1598,1286,1243,1991,1843,1663,1795,2776,2440,2418,2412,5012,4972,803,991,897,1258,1043,930
YBL101C,II,24946,28299,-,3354,2878,3136,3160,7094,6326,6728,5119,6288,7020,4140,3948,2439,15188,15161,9740,8294,5740,5574,15902,14553,5484,5639,39711,37128,31523,30526,14185,13665,3473,3497,3327,6911,5608,3870
