gene	length	Ctrl	l_kb	rpm	rpkm
1249	YOR097C	528	423	0.528	14.7874694549611	28.0065709374264
5390	YJR021C	629	504	0.629	17.6191125420814	28.0113076980626
5020	YNR008W	1986	1592	1.986	55.6540221567332	28.0231732914064
3963	YMR210W	1350	1083	1.35	37.8601168314963	28.0445309862935
5328	YJL031C	981	787	0.981	27.5123840686866	28.0452436989669
2888	YLR427W	2013	1616	2.013	56.4930275158799	28.064097126617
133	YDL129W	876	704	0.876	24.6108238683041	28.0945477948677
2988	YPL244C	1020	820	1.02	28.6660164375133	28.1039376838366
1362	YOR192C-A	1317	1059	1.317	37.0211114723495	28.1101833503034
6056	YER010C	705	567	0.705	19.8215016098415	28.1156051203426
3718	YMR016C	2358	1897	2.358	66.3163819292229	28.1239957291022
767	YDR400W	1023	823	1.023	28.7708921074067	28.1240392056761
4678	YNL284C-A	1323	1065	1.323	37.2308628121362	28.1412417325293
4083	YMR310C	954	768	0.954	26.8481714926954	28.1427374137268
4928	YNL062C	1437	1157	1.437	40.4470500221987	28.1468684914396
4750	YNL219C	1668	1343	1.668	46.9493415555859	28.1470872635407
1059	YOL058W	1263	1017	1.263	35.5528520938428	28.1495265984503
5316	YJL039C	5052	4071	5.052	142.316284045264	28.1702858363548
2306	YLL034C	2514	2026	2.514	70.8260357346366	28.1726474680336
3481	YPR171W	1731	1395	1.731	48.7671865004038	28.1728402659756
5562	YKL215C	3861	3112	3.861	108.791028236026	28.1769044900353
5952	YEL066W	540	436	0.54	15.2419306911656	28.2257975762326
4911	YNL076W	1755	1417	1.755	49.5362747462883	28.2257975762326
1206	YOR060C	774	625	0.774	21.8490978944461	28.2288086491552
4568	YBR260C	2001	1618	2.001	56.5629446291422	28.2673386452485
4812	YNL159C	870	704	0.87	24.6108238683041	28.2883032969013
2424	YLR073C	603	488	0.603	17.0597756359835	28.2915018838865
4071	YMR301C	2073	1681	2.073	58.7653336969023	28.3479660863012
4040	YMR275C	2931	2377	2.931	83.0964891121575	28.3509004135645
6913	YIR015W	435	353	0.435	12.3403704907832	28.3686677949039
4676	YNL284C-B	1305	1059	1.305	37.0211114723495	28.3686677949039
4584	YBR276C	2424	1968	2.424	68.798439450032	28.3821944925875
3053	YPL186C	915	743	0.915	25.9742075769176	28.3871121059208
4181	YBL055C	1257	1021	1.257	35.6926863203672	28.3951362930527
6475	YHR070W	1500	1220	1.5	42.6494390899589	28.4329593933059
2608	YLR207W	2502	2037	2.502	71.2105798575788	28.4614627728133
1268	YOR115C	807	659	0.807	23.037688819904	28.5473219577497
6838	YIL046W	1923	1571	1.923	54.9198924674798	28.559486462548
4763	YNL206C	1368	1118	1.368	39.0836663135852	28.5699315157787
4548	YBR242W	717	586	0.717	20.4857141858327	28.5714284321237
3457	YPR158C-D	3963	3239	3.963	113.230764928178	28.5719820661564
7129	YCR079W	1329	1087	1.329	37.9999510580207	28.5928901866221
1870	YGL029W	363	297	0.363	10.3826913194408	28.6024554254568
4694	YNL272C	2280	1866	2.28	65.2326666736584	28.6108187165168
1296	YOR141C	2646	2166	2.646	75.7202336629925	28.6168683533607
3000	YPL233W	651	533	0.651	18.6329106843837	28.6219826181009
4810	YNL161W	2271	1860	2.271	65.0229153338717	28.6318429475437
1360	YOR192C-B	1293	1059	1.293	37.0211114723495	28.6319500946245
2156	YGR198W	2454	2011	2.454	70.3016573851699	28.647782145546
3250	YPL011C	1062	871	1.062	30.4489028257001	28.6712832633711
4770	YNL199C	1605	1318	1.605	46.075377639808	28.7074003986343
5047	YNR034W	966	794	0.966	27.7570939651044	28.7340517237105
5058	YNR044W	2178	1791	2.178	62.6107749263248	28.7469122710399
5079	YNR061C	660	543	0.66	18.9824962506948	28.7613579555982
3273	YPR009W	807	664	0.807	23.2124816030596	28.7639177237417
4702	YNL265C	870	716	0.87	25.0303265478775	28.7704902849167
1748	YGL129C	1353	1114	1.353	38.9438320870608	28.7833200939104
4547	YBR241C	1467	1208	1.467	42.2299364103855	28.7865960534325
3120	YPL128C	1689	1391	1.689	48.6273522738793	28.7906170952512
7383	YAL032C	1140	940	1.14	32.861043233247	28.8254765203921
1702	YGL171W	1695	1399	1.695	48.9070207269282	28.8536995439105
4562	YBR255C-A	63	52	0.063	1.81784494481792	28.8546816637765
6641	YHR199C-A	149	123	0.149	4.299902465627	28.8584058095772
2731	YLR305C	5703	4710	5.703	164.654801732546	28.8716117363749
384	YDR083W	1179	974	1.179	34.0496341587049	28.8800968267217
1177	YOR035C	2370	1960	2.37	68.5187709969831	28.9108738383895
2448	YLR095C	2439	2018	2.439	70.5463672815877	28.9242998284492
1140	YOR006C	942	780	0.942	27.2676741722688	28.9465755544255
676	YDR326C	4317	3578	4.317	125.081715626125	28.9742218267605
341	YDR045C	333	276	0.333	9.64856163018741	28.9746595501123
3084	YPL158C	2277	1889	2.277	66.036713476174	29.0016308634932
3318	YPR045C	1413	1173	1.413	41.0063869282965	29.0207975430265
1963	YGR043C	1002	832	1.002	29.0855191170867	29.0274641887093
469	YDR157W	402	334	0.402	11.676157914792	29.0451689422687
3452	YPR158W	759	631	0.759	22.0588492342328	29.0630424693449
4572	YBR264C	600	499	0.6	17.4443197589258	29.0738662648763
2361	YLR016C	615	512	0.615	17.8987809951303	29.1037089351712
6579	YHR148W	552	460	0.552	16.0809360503124	29.1321305259282
1784	YGL098W	738	615	0.738	21.499512328135	29.1321305259282
3732	YMR029C	1572	1311	1.572	45.8306677433902	29.1543687935052
2111	YGR163W	1026	856	1.026	29.9245244762334	29.16620319321
955	YOL149W	696	581	0.696	20.3109214026771	29.1823583371798
6441	YHR045W	1683	1405	1.683	49.1167720667149	29.1840594573469
6303	YER186C	921	769	0.921	26.8831300493265	29.1890662859137
33	YDL219W	388	324	0.388	11.3265723484809	29.1921967744352
2696	YLR278C	4026	3362	4.026	117.530667393805	29.1929129145069
1266	YOR113W	2745	2294	2.745	80.1949289117751	29.2149103503734
5615	YKL167C	414	346	0.414	12.0956605943654	29.2165714839744
5014	YNR003C	954	798	0.954	27.8969281916288	29.2420630939506
3853	YMR124W	2832	2374	2.832	82.9916134422642	29.3049482493871
3950	YMR199W	1641	1376	1.641	48.1029739244126	29.3132077540601
2243	YGR276C	1662	1394	1.662	48.7322279437727	29.3214367892736
3043	YPL195W	2799	2351	2.799	82.1875666397486	29.3631892246333
1400	YOR228C	909	764	0.909	26.708337266171	29.3821092037084
2620	YLR218C	453	381	0.453	13.3192100764544	29.4022297493474
1938	YGR028W	1089	916	1.089	32.0220378741003	29.4049934564741
1509	YOR321W	2262	1903	2.262	66.5261332690096	29.4103153267063
4172	YBL061C	2091	1760	2.091	61.5270596707603	29.4247057248973
5559	YKL218C	981	826	0.981	28.8757677773	29.4350334121305
3513	YPR202W	19	16	0.019	0.559336906097821	29.4387845314643
2152	YGR194C	1803	1520	1.803	53.137006079293	29.4714398664964
7283	YFR021W	1503	1268	1.503	44.3274498082523	29.4926479096822
6121	YER059W	1263	1066	1.263	37.2658213687673	29.5057968082085
1232	YOR081C	2250	1903	2.25	66.5261332690096	29.567170341782
2098	YGR158C	753	637	0.753	22.2686005740195	29.5731747330936
4024	YMR262W	942	797	0.942	27.8619696349977	29.5774624575347
329	YDR034W-B	156	132	0.156	4.61452947530702	29.580317149404
681	YDR331W	1236	1046	1.236	36.5666502361451	29.5846684758455
3739	YMR033W	1374	1163	1.374	40.6568013619854	29.590102883541
1502	YOR316C	1320	1118	1.32	39.0836663135852	29.6088381163525
4340	YBR074W	2931	2483	2.931	86.8020961150556	29.615181206092
64	YDL190C	2886	2445	2.886	85.4736709630733	29.6166566053615
917	YDR531W	1104	936	1.104	32.7212090067225	29.6387762742052
654	YDR313C	861	730	0.861	25.5197463407131	29.6396589323032
613	YDR275W	708	601	0.708	21.0100925352994	29.6752719425133
6640	YHR199C-A	73	62	0.073	2.16743051112906	29.6908289195761
2302	YLL038C	744	633	0.744	22.128766347495	29.7429655208267
4837	YNL138W-A	255	217	0.255	7.5860067889517	29.7490462311831
4549	YBR243C	1347	1147	1.347	40.0974644558875	29.7679765819507
2368	YLR023C	1632	1391	1.632	48.6273522738793	29.7961717364457
3490	YPR180W	1044	890	1.044	31.1131154016913	29.8018346759495
1510	YOR322C	2457	2095	2.457	73.2381761421834	29.8079674978362
5782	YKL026C	504	430	0.504	15.0321793513789	29.8257526813074
5209	YJL129C	3708	3166	3.708	110.678790294106	29.8486489466306
6982	YCL044C	1254	1071	1.254	37.4406141519229	29.856949084468
27	YDL224C	1950	1666	1.95	58.2409553474356	29.8671565884285
1495	YOR311C	873	746	0.873	26.0790832468109	29.8729475908487
3741	YMR035W	534	457	0.534	15.976060380419	29.9177160682004
6067	YER018C	666	570	0.666	19.9263772797349	29.9194854050073
2399	YLR050C	486	416	0.486	14.5427595585433	29.9233735772497
2664	YLR252W	306	262	0.306	9.15914183735182	29.9318360697772
1390	YOR219C	2796	2395	2.796	83.7257431315176	29.9448294461794
2344	YLL001W	2274	1949	2.274	68.1342268740408	29.9622809472475
6462	YHR059W	393	337	0.393	11.7810335846854	29.9771846938559
4321	YBR058C	2346	2012	2.346	70.336615941801	29.9815072215691
6816	YIL064W	774	664	0.774	23.2124816030596	29.9902863088625
1216	YOR070C	1914	1642	1.914	57.4019499882889	29.9905694818646
2161	YGR203W	447	384	0.447	13.4240857463477	30.0315117367958
152	YDL113C	1923	1652	1.923	57.7515355546	30.0319997683827
746	YDR381C-A	319	275	0.319	9.6136030735563	30.1366867509602
4370	YBR095C	1293	1115	1.293	38.9787906436919	30.1460097785707
18	YDL233W	1377	1189	1.377	41.5657238343943	30.1857108456023
5731	YKL069W	543	469	0.543	16.3955630599924	30.1944071086416
4246	YBL005W-B	3963	3425	3.963	119.733056461565	30.2127318853305
291	YDR006C	2706	2339	2.706	81.7680639601752	30.2173185366501
1802	YGL084C	1683	1455	1.683	50.8646998982706	30.2226380857223
1255	YOR103C	393	340	0.393	11.8859092545787	30.2440439047804
4038	YMR273C	2748	2378	2.748	83.1314476687887	30.251618511204
3936	YMR191W	1122	971	1.122	33.9447584888115	30.2537954445735
4944	YNL050C	796	689	0.796	24.0864455188374	30.2593536668812
1623	YGL238W	2883	2496	2.883	87.2565573512601	30.2658887794867
3974	YMR221C	1515	1313	1.515	45.9005848566524	30.2974157469653
2738	YLR310C	4770	4136	4.77	144.588590226287	30.3120734227016
7018	YCL012C	317	275	0.317	9.6136030735563	30.3268235758874
1198	YOR054C	2025	1760	2.025	61.5270596707603	30.3837331707458
2380	YLR034C	1422	1238	1.422	43.2786931093189	30.4350865747672
3885	YMR150C	573	499	0.573	17.4443197589258	30.4438390208129
991	YOL116W	1149	1001	1.149	34.9935151877449	30.4556267952523
5903	YKR076W	1113	970	1.113	33.9097999321804	30.4670259947712
875	YDR498C	1152	1004	1.152	35.0983908576383	30.4673531750332
6096	YER042W	555	484	0.555	16.9199414094591	30.4863809179443
4879	YNL103W	2019	1761	2.019	61.5620182273914	30.4913413706743
5800	YKL010C	4452	3885	4.452	135.813992511877	30.5062876262078
6736	YIL127C	621	542	0.621	18.9475376940637	30.5113328406823
433	YDR123C	915	800	0.915	27.9668453048911	30.5648582567115
3331	YPR058W	924	808	0.924	28.24651375794	30.5698200843506
5917	YKR090W	2121	1855	2.121	64.8481225507161	30.5743152054296
4485	YBR193C	672	588	0.672	20.5556312990949	30.5887370522246
1737	YGL139W	2409	2108	2.409	73.6926373783879	30.5905510080481
2248	YGR281W	4434	3880	4.434	135.639199728722	30.5907081030044
3280	YPR013C	954	835	0.954	29.19039478698	30.5978980995598
491	YDR176W	2109	1846	2.109	64.5334955410361	30.5990969848441
2024	YGR101W	1041	912	1.041	31.8822036475758	30.626516472215
3099	YPL144W	447	392	0.447	13.7037541993966	30.6571682313123
7071	YCR026C	2229	1957	2.229	68.4138953270897	30.6926403441407
4820	YNL151C	756	664	0.756	23.2124816030596	30.7043407447878
1138	YOR004W	765	672	0.765	23.4921500561085	30.7086928838019
5529	YJR142W	1029	904	1.029	31.6025351945269	30.7118903736899
5071	YNR054C	951	836	0.951	29.2253533436112	30.7311812235659
5874	YKR052C	915	805	0.915	28.1416380880466	30.755888620816
2917	YLR452C	2097	1845	2.097	64.498536984405	30.7575283664306
5950	YEL068C	333	293	0.333	10.2428570929163	30.7593306093584
4029	YMR267W	933	821	0.933	28.7009749941444	30.7620310762534
7374	YAL037C-B	975	858	0.975	29.9944415894957	30.7635298353802
216	YDL058W	5373	4729	5.373	165.319014308537	30.7684746526219
6976	YCL049C	939	827	0.939	28.9107263339311	30.7888459360289
4325	YBR061C	933	822	0.933	28.7359335507756	30.7995000544218
4728	YNL240C	1476	1301	1.476	45.4810821770791	30.8137413123842
5044	YNR032W	1107	976	1.107	34.1195512719671	30.8216361987056
5982	YEL043W	2871	2533	2.871	88.5500239466113	30.8429202182554
5798	YKL012W	1752	1546	1.752	54.045928551702	30.8481327349897
3929	YMR184W	597	527	0.597	18.423159344597	30.8595633912847
6505	YHR088W	888	784	0.888	27.4075083987932	30.8643112599023
6086	YER034W	558	493	0.558	17.2345684191391	30.8863233317905
1517	YOR329C	2619	2315	2.619	80.9290586010285	30.9007478430807
1721	YGL155W	1131	1001	1.131	34.9935151877449	30.9403317309858
5423	YJR050W	708	627	0.708	21.9190150077084	30.9590607453508
1998	YGR076C	474	420	0.474	14.6825937850678	30.9759362554173
1129	YOL006C	2310	2047	2.31	71.56016542389	30.9784265904286
3858	YMR128W	3804	3377	3.804	118.055045743271	31.0344494593248
2950	YPL274W	1764	1566	1.764	54.7450996843242	31.0346370092541
969	YOL135C	669	594	0.669	20.7653826388816	31.0394359325585
1839	YGL053W	714	634	0.714	22.1637249041262	31.041631518384
1630	YGL232W	813	722	0.813	25.2400778876642	31.0456062578895
1021	YOL093W	882	785	0.882	27.4424669554243	31.113908112726
7054	YCR016W	873	777	0.873	27.1627985023754	31.1143167266614
6531	YHR112C	1137	1012	1.137	35.3780593106872	31.1152676435243
1944	YGR031W	1029	916	1.029	32.0220378741003	31.1195703344026
1259	YOR107W	930	828	0.93	28.9456848905622	31.1243923554433
2720	YLR298C	696	620	0.696	21.6743051112906	31.1412429759922
6761	YIL105C	2061	1836	2.061	64.183909974725	31.1421203176734
3300	YPR029C	2499	2227	2.499	77.8527056174905	31.153543664462
4958	YNL040W	1371	1222	1.371	42.7193562032211	31.1592678360475
5311	YJL044C	1377	1228	1.377	42.9291075430078	31.1758224713201
2819	YLR371W	4071	3634	4.071	127.039394797468	31.2059432074349
4638	YNL317W	1398	1248	1.398	43.62827867563	31.2076385376467
1484	YOR301W	1308	1168	1.308	40.8315941451409	31.2168150956735
5039	YNR027W	954	852	0.954	29.784690249709	31.2208493183532
6178	YER093C-A	290	259	0.29	9.05426616745848	31.2216074739948
5126	YJL200C	2370	2117	2.37	74.007264388068	31.2266938346278
899	YDR518W	1554	1390	1.554	48.5923937172482	31.2692366262858
1638	YGL226W	372	333	0.372	11.6411993581609	31.2935466617228
4552	YBR246W	1164	1042	1.164	36.4268160096206	31.2945154721826
7110	YCR060W	336	301	0.336	10.5225255459653	31.3170403153728
1036	YOL081W	9240	8283	9.24	289.561724575516	31.3378489800342
178	YDL088C	1587	1423	1.587	49.746026086075	31.3459521651386
1136	YOR002W	1635	1467	1.635	51.284202577844	31.3664847570911
7111	YCR061W	1896	1702	1.896	59.4994633861557	31.3815735159049
1061	YOL056W	912	819	0.912	28.6310578808822	31.3937038167568
1191	YOR047C	1335	1200	1.335	41.9502679573366	31.4234216908888
1212	YOR066W	1890	1699	1.89	59.3945877162624	31.4257077863822
5980	YEL045C	426	383	0.426	13.3891271897166	31.4298760321986
6352	YHL017W	1599	1438	1.599	50.2704044355417	31.4386519296696
6664	YHR214C-C	1437	1293	1.437	45.2014137240302	31.4554027307099
2013	YGR090W	3714	3347	3.714	117.006289044338	31.5041165978293
4014	YMR252C	405	365	0.405	12.7598731703565	31.5058596798927
4963	YNL036W	666	601	0.666	21.0100925352994	31.5466854884375
6887	YIL009W	2085	1883	2.085	65.8269621363873	31.5716844778836
2320	YLL022C	1158	1046	1.158	36.5666502361451	31.5774181659284
2430	YLR078C	732	662	0.732	23.1425644897973	31.615525259286
4279	YBR024W	906	820	0.906	28.6660164375133	31.6401947433922
926	YDR539W	1512	1369	1.512	47.8582640279948	31.6522910238061
4198	YBL040C	638	578	0.638	20.2060457327838	31.6709180764636
5678	YKL114C	1104	1001	1.104	34.9935151877449	31.6970246265805
4664	YNL294C	1602	1453	1.602	50.7947827850084	31.7071053589316
1657	YGL208W	1248	1132	1.248	39.5730861064208	31.7092036109141
1747	YGL130W	1380	1253	1.38	43.8030714587856	31.7413561295548
4699	YNL267W	3201	2910	3.201	101.729399796541	31.7805060282853
2042	YGR112W	1170	1064	1.17	37.1959042555051	31.7913711585514
199	YDL074C	2103	1914	2.103	66.9106773919518	31.8167747940808
6206	YER119C	1347	1226	1.347	42.8591904297455	31.8182557013701
4383	YBR108W	2844	2589	2.844	90.5077031179537	31.8240868909823
3171	YPL082C	5604	5103	5.604	178.393514488574	31.8332466967476
6465	YHR062C	882	804	0.882	28.1066795314155	31.8669835957092
1848	YGL045W	1629	1487	1.629	51.9833737104662	31.9112177473703
6662	YHR214C-B	1416	1293	1.416	45.2014137240302	31.9219023474789
2212	YGR247W	720	658	0.72	23.0027302632729	31.9482364767679
5045	YNR032C-A	222	203	0.222	7.0965869961161	31.9666080906131
1094	YOL031C	1266	1159	1.266	40.5169671354609	32.0039234877258
4858	YNL122C	348	319	0.348	11.1517795653253	32.045343578521
7333	YFR055W	1023	939	1.023	32.8260846766159	32.08805931243
3065	YPL176C	2352	2159	2.352	75.4755237665747	32.0899335742239
1604	YGL256W	1149	1055	1.149	36.8812772458251	32.0985876813099
736	YDR375C	1371	1259	1.371	44.0128227985723	32.1027153891848
3094	YPL149W	885	813	0.885	28.4213065410955	32.1144706679046
1263	YOR110W	1308	1206	1.308	42.1600192971233	32.232430655293
3169	YPL084W	2535	2338	2.535	81.7331054035441	32.2418561749681
6842	YIL042C	1185	1093	1.185	38.2097023978074	32.2444745973058
347	YDR051C	1005	927	1.005	32.4065819970425	32.2453552209378
1229	YOR078W	645	595	0.645	20.8003411955127	32.2485910007949
7233	YFL013C	2079	1918	2.079	67.0505116184763	32.2513283398154
2741	YLR312W-A	762	703	0.762	24.575865311673	32.2517917476024
379	YDR079W	336	310	0.336	10.8371525556453	32.2534302251348
3324	YPR051W	531	490	0.531	17.1296927492458	32.2593083789939
5325	YJL033W	2313	2136	2.313	74.6714769640591	32.2833882248418
2954	YPL270W	2322	2145	2.322	74.9861039737391	32.2937570946336
7267	YFR011C	513	474	0.513	16.5703558431479	32.3008885831344
7382	YAL033W	522	483	0.522	16.884982852828	32.3467104460306
5535	YJR147W	1077	997	1.077	34.8536809612205	32.3618207625074
5816	YKR002W	1707	1581	1.707	55.2694780337909	32.3781359307504
7253	YFR002W	2520	2335	2.52	81.6282297336508	32.3921546562106
3665	YML021C	1080	1001	1.08	34.9935151877449	32.4014029516157
4518	YBR219C	301	279	0.301	9.75343730008075	32.4034461796703
3155	YPL096C-A	207	192	0.207	6.71204287317385	32.4253278897288
806	YDR435C	987	916	0.987	32.0220378741003	32.4438073699091
2624	YLR222C	2454	2282	2.454	79.7754262322017	32.508323648004
563	YDR236C	657	612	0.657	21.3946366582417	32.5641349440512
6732	YIL131C	1455	1357	1.455	47.4387613484214	32.6039596896367
6541	YHR122W	696	651	0.696	22.7580203668551	32.6983051247918
4150	YBL079W	4509	4219	4.509	147.490150426669	32.7101686464114
4806	YNL163C	3333	3120	3.333	109.070696689075	32.724481454868
6463	YHR060W	546	512	0.546	17.8987809951303	32.7816501742313
1772	YGL108C	423	397	0.423	13.8785469825522	32.8098037412581
4959	YNL039W	1785	1676	1.785	58.5905409137468	32.8238324446761
2186	YGR223C	1347	1266	1.347	44.2575326949901	32.8563717112027
2676	YLR262C	648	610	0.648	21.3247195449794	32.9085178163263
5768	YKL038W	3513	3313	3.513	115.81769811888	32.968317141725
2627	YLR224W	1110	1049	1.11	36.6715259060384	33.0374107261607
6855	YIL030C	3960	3743	3.96	130.849877470259	33.0428983510755
6932	YIR026C	1095	1035	1.095	36.1821061132028	33.0430192814637
273	YDL008W	498	471	0.498	16.4654801732546	33.0632131993064
3542	YML114C	1533	1452	1.533	50.7598242283773	33.1114313296655
5234	YJL109C	5310	5032	5.31	175.911456967765	33.1283346455301
6549	YHR127W	732	694	0.732	24.261238301993	33.1437681721216
6898	YIR001C	753	714	0.753	24.9604094346153	33.1479540964346
5606	YKL176C	2487	2359	2.487	82.4672350927975	33.1593225141928
2752	YLR321C	1281	1216	1.281	42.5096048634344	33.1847032501439
5418	YJR046W	1815	1725	1.815	60.3035101886713	33.2250744841164
5646	YKL143W	1392	1323	1.392	46.2501704229636	33.2256971429336
540	YDR213W	2742	2607	2.742	91.1369571373137	33.2374023112012
2333	YLL011W	1470	1398	1.47	48.8720621702971	33.2463007961205
6381	YHR003C	1290	1228	1.29	42.9291075430078	33.2783779403161
1652	YGL213C	1194	1139	1.194	39.8177960028386	33.3482378583238
3710	snR76	109	104	0.109	3.63568988963584	33.3549531159251
604	YDR266C	1920	1832	1.92	64.0440757482005	33.3562894521878
1519	YOR330C	3765	3593	3.765	125.606093975592	33.3615123441147
